mass1_source,mass2_source,ra,dec,redshift,snid,mej,costheta,mass1,mass2,chirp_mass,first_detection,distance
1.8500,1.1253,351.0065,-9.7581,0.1026,48725080,0.0300,0.9100,2.0399,1.2408,1.3765,1472436243,489.1679
1.7775,1.0808,356.8832,0.9377,0.0466,8787365,0.0300,0.3263,1.8602,1.1311,1.2550,1439951868,213.5198
2.0433,1.2691,42.0810,-54.4625,0.0727,19951718,0.0300,-0.4695,2.1919,1.3614,1.4954,1419017755.5,339.7503
1.8111,1.1554,338.9369,-4.6310,0.1630,28172461,0.0250,0.1065,2.1063,1.3437,1.4572,1403771193,807.2275
1.7623,1.1090,81.1399,-50.6030,0.1321,2592198,0.0250,-0.7181,1.9951,1.2554,1.3704,1389314718,641.6091
1.7827,1.1309,191.5111,-23.1308,0.1318,86179590,0.0250,0.7931,2.0176,1.2799,1.3918,1389809493,639.9347
1.7654,1.0615,26.7255,-37.4281,0.0627,62532485,0.0300,-0.7856,1.8762,1.1281,1.2584,1413434830.5,290.9300
2.0100,1.2491,181.7726,-13.9454,0.1767,30907333,0.0300,0.9744,2.3651,1.4697,1.6140,1426852143,882.0289
1.9087,1.0890,58.2123,-19.4343,0.0962,52615885,0.0400,-0.7202,2.0924,1.1938,1.3652,1390230355.5,456.6195
1.9305,1.0972,10.5514,3.6034,0.1457,78682910,0.0400,-0.4957,2.2118,1.2571,1.4402,1439826318,714.0034
1.5577,1.1756,280.2192,-53.5653,0.1156,61267741,0.0100,-0.2206,1.7378,1.3116,1.3117,1430036455.5,555.8175
1.9983,1.2239,126.7337,3.1841,0.1940,9824603,0.0300,-0.2820,2.3859,1.4614,1.6159,1421364055.5,978.4161
2.0276,1.2510,136.6698,-1.3395,0.0820,4233278,0.0300,0.9284,2.1939,1.3535,1.4915,1393431880.5,385.4695
2.0208,1.2903,199.4157,-27.1223,0.0526,41170881,0.0250,0.1457,2.1271,1.3582,1.4723,1430328393,242.4434
2.0434,1.2655,199.0112,-39.4178,0.1116,16211338,0.0300,-0.0230,2.2714,1.4067,1.5473,1455958818,534.8783
2.0340,1.2617,72.3690,-12.5453,0.1233,51422375,0.0300,-0.1188,2.2847,1.4172,1.5577,1412946130.5,595.5554
1.8500,1.1253,226.0035,-4.9934,0.0790,81160167,0.0300,0.1208,1.9962,1.2142,1.3470,1424644218,370.6215
1.5836,1.2079,87.1558,-39.2256,0.0285,61443415,0.0100,0.1595,1.6286,1.2423,1.2360,1426405968,128.8375
1.8380,1.4070,74.9855,-37.4788,0.0897,7814993,0.0100,-0.9333,2.0028,1.5332,1.5228,1413541480.5,423.8622
1.8159,1.0222,67.4567,-38.4012,0.0987,53501370,0.0400,-0.8661,1.9951,1.1231,1.2926,1453812318,469.2910
2.0465,1.1838,86.2447,-39.8319,0.2389,50497132,0.0400,0.3010,2.5354,1.4666,1.6663,1415185780.5,1235.6690
1.3700,1.0306,285.6538,-28.7293,0.1407,88392748,0.0100,-0.2141,1.5628,1.1756,1.1776,1442752443,687.2388
1.8861,1.2073,18.8591,-6.4941,0.0264,69268676,0.0250,0.4482,1.9359,1.2392,1.3418,1383537393,119.3373
2.0100,1.2491,56.7471,-54.4385,0.1049,11905428,0.0300,0.9316,2.2207,1.3800,1.5155,1386190143,500.5154
1.9684,1.2709,338.4595,-5.6543,0.0484,2431882,0.0250,-0.2099,2.0637,1.3325,1.4368,1403501530.5,222.4901
1.9983,1.2239,40.1949,-38.9074,0.0445,19827880,0.0300,0.6492,2.0873,1.2784,1.4136,1441608318,203.8965
1.8782,1.0678,151.3892,-61.3492,0.0534,45843676,0.0400,-0.2725,1.9785,1.1248,1.2885,1454932480.5,246.1874
1.9364,1.0968,334.0026,-44.0780,0.0646,30919746,0.0400,0.5200,2.0614,1.1676,1.3399,1436714568,299.9560
1.6893,1.1118,22.8680,-45.4713,0.1420,44157750,0.0200,-0.2726,1.9291,1.2696,1.3565,1386708205.5,694.0522
1.8674,1.0588,124.2493,-10.6002,0.0976,47922735,0.0400,0.4306,2.0498,1.1622,1.3330,1447456180.5,463.8282
1.8687,1.0527,231.9615,-47.1708,0.0437,13321298,0.0400,0.4795,1.9504,1.0987,1.2641,1427861605.5,200.1773
1.2439,1.2063,194.1585,-3.5643,0.0267,64084280,0.0050,0.7283,1.2771,1.2385,1.0948,1466900568,120.8474
1.9985,1.1448,245.2995,-34.4737,0.1400,48764019,0.0400,0.7594,2.2783,1.3051,1.4897,1458588280.5,683.5451
1.7775,1.0808,78.5099,-2.7160,0.0752,46940455,0.0300,0.4782,1.9111,1.1620,1.2893,1455284830.5,351.6843
2.0433,1.2691,45.1240,-31.2722,0.0982,38093099,0.0300,0.0247,2.2440,1.3937,1.5309,1389200980.5,466.7987
2.0100,1.2491,120.4457,-22.8147,0.0987,12575934,0.0300,0.8362,2.2083,1.3723,1.5070,1423373530.5,469.1029
2.0443,1.2669,44.5395,-37.1356,0.1637,19657566,0.0300,0.2985,2.3789,1.4742,1.6211,1444241155.5,810.8578
1.9983,1.2239,128.1940,-10.5109,0.1963,67984969,0.0300,0.1519,2.3906,1.4642,1.6191,1454718505.5,991.4687
1.8782,1.0678,64.6127,-34.6791,0.1494,16935281,0.0400,0.5525,2.1588,1.2273,1.4059,1413686268,733.7470
1.9364,1.0968,234.3245,-42.5404,0.0505,9165088,0.0400,0.7960,2.0342,1.1522,1.3222,1391538168,232.2777
1.8674,1.0588,67.9686,-26.9779,0.0681,964150,0.0400,-0.9088,1.9946,1.1309,1.2972,1479104568,317.1012
1.8687,1.0527,168.6236,-39.3389,0.1004,47219609,0.0400,0.9087,2.0563,1.1584,1.3327,1426443093,478.0170
1.9985,1.1448,72.1367,-53.4304,0.0746,25496093,0.0400,-0.7864,2.1475,1.2302,1.4041,1478226730.5,348.6981
1.8234,1.0191,129.5022,-19.7926,0.0643,70449308,0.0400,-0.4750,1.9406,1.0847,1.2525,1430015530.5,298.5785
1.8159,1.0222,191.5156,-1.8862,0.1752,8450705,0.0400,0.6336,2.1341,1.2013,1.3826,1424923330.5,874.1554
2.0195,1.2502,19.5523,-54.9477,0.0494,59009988,0.0300,-0.6146,2.1191,1.3119,1.4433,1416761905.5,226.7964
1.9113,1.0870,145.4560,-34.0966,0.0873,76618794,0.0400,-0.3539,2.0782,1.1819,1.3537,1427095480.5,411.7872
1.8240,1.0247,97.5984,-58.7509,0.1442,20983205,0.0400,-0.6260,2.0869,1.1724,1.3506,1413791230.5,705.6298
1.9225,1.1707,340.5381,-9.1436,0.1818,845889,0.0300,0.6045,2.2720,1.3835,1.5341,1473440643,910.4378
2.0100,1.2491,34.5818,-45.3668,0.0952,79304249,0.0300,0.3904,2.2013,1.3680,1.5022,1439557330.5,451.5034
1.9087,1.0890,92.2564,-37.4404,0.2331,68259295,0.0400,0.7103,2.3537,1.3429,1.5357,1419888505.5,1202.1933
1.9305,1.0972,287.5487,-18.6854,0.2371,84010176,0.0400,-0.7191,2.3882,1.3574,1.5551,1437512080.5,1225.2196
1.8782,1.0678,232.1968,-12.8776,0.2194,40036141,0.0400,-0.6318,2.2902,1.3020,1.4915,1427888605.5,1122.5583
1.9364,1.0968,56.5442,-39.3538,0.1142,25633357,0.0400,0.9240,2.1575,1.2220,1.4023,1447874680.5,548.5026
1.6893,1.1118,99.8730,-25.8834,0.0988,47647348,0.0200,0.5309,1.8562,1.2216,1.3052,1419213505.5,469.7584
1.7062,1.0695,11.3655,-18.2404,0.0918,69446166,0.0250,0.0331,1.8628,1.1677,1.2770,1386577255.5,434.2758
1.8674,1.0588,332.8669,-49.9171,0.0672,22137941,0.0400,0.0940,1.9930,1.1300,1.2961,1434741880.5,312.9472
1.5008,1.1340,330.0718,-34.5701,0.0896,12569403,0.0100,-0.5450,1.6352,1.2356,1.2350,1409187730.5,423.3876
1.8687,1.0527,312.6059,-11.2791,0.1442,69507677,0.0400,-0.0362,2.1381,1.2045,1.3857,1435646043,705.9787
1.6939,1.3032,188.2251,-32.4306,0.0512,66480666,0.0100,-0.4350,1.7805,1.3698,1.3572,1391453118,235.3813
1.3827,1.3045,359.2830,-52.4665,0.1100,20448649,0.0050,0.3682,1.5348,1.4480,1.2977,1472360643,526.9062
1.9359,1.3024,168.2498,-5.7919,0.0574,14761449,0.0200,0.4619,2.0471,1.3772,1.4560,1420781530.5,265.5192
1.8500,1.1253,283.0975,-30.3873,0.0380,37735101,0.0300,-0.8837,1.9202,1.1680,1.2958,1432526530.5,172.9842
1.5900,1.0313,83.5667,-28.8423,0.1033,58332534,0.0200,0.4441,1.7543,1.1379,1.2243,1418849680.5,492.7666
1.9305,1.0972,196.6472,-42.9339,0.1550,505771,0.0400,0.4893,2.2297,1.2673,1.4519,1462991980.5,763.9279
2.0208,1.2903,64.8677,-14.2181,0.1293,53828334,0.0250,0.6555,2.2821,1.4572,1.5796,1480242618,627.2435
2.0434,1.2655,143.0206,-37.2483,0.1277,41165996,0.0300,0.9143,2.3044,1.4271,1.5698,1419765993,618.6764
1.7062,1.0695,290.3805,-40.7065,0.1185,78235539,0.0250,0.2367,1.9084,1.1963,1.3083,1413200268,570.7790
1.8674,1.0588,79.2222,-38.3220,0.1192,22760203,0.0400,-0.9064,2.0900,1.1850,1.3592,1385186080.5,574.3473
1.8687,1.0527,161.8761,-12.4772,0.0944,42387804,0.0400,-0.3052,2.0450,1.1520,1.3254,1455650005.5,447.3254
1.9359,1.3024,148.0050,-18.4643,0.1993,21011428,0.0200,0.1634,2.3217,1.5619,1.6513,1430335480.5,1008.3217
1.8500,1.1253,56.8198,-37.8448,0.0958,36313879,0.0300,-0.7793,2.0274,1.2332,1.3681,1443735580.5,454.8055
1.8938,1.2199,16.7006,-49.7256,0.0931,81005335,0.0250,0.6996,2.0700,1.3335,1.4394,1408519480.5,440.7945
1.8159,1.0222,93.4540,-20.9669,0.0431,60301481,0.0400,-0.8832,1.8941,1.0662,1.2271,1384820568,197.0338
2.0195,1.2502,306.8619,-61.6155,0.0490,46302389,0.0300,0.6727,2.1184,1.3115,1.4428,1461352405.5,225.1059
1.9113,1.0870,21.7287,-55.5841,0.1688,4491567,0.0400,-0.4385,2.2339,1.2705,1.4551,1386712255.5,838.6710
1.7827,1.1309,252.0204,-8.9429,0.0405,12178836,0.0250,0.7878,1.8549,1.1767,1.2796,1459614618,184.9662
1.9305,1.0972,158.7428,-16.1228,0.1477,52666219,0.0400,-0.4564,2.2157,1.2593,1.4428,1424353293,724.7457
2.0208,1.2903,24.2870,-37.2362,0.0915,80019759,0.0250,0.3845,2.2056,1.4083,1.5267,1467055818,432.7394
2.0434,1.2655,207.0093,-0.6062,0.1102,27129318,0.0300,0.3854,2.2687,1.4050,1.5454,1459219068,528.0734
1.8782,1.0678,71.8912,-2.7632,0.2665,7973026,0.0400,0.6558,2.3787,1.3523,1.5491,1416683268,1399.0253
1.7062,1.0695,63.9997,-30.0880,0.0696,46996633,0.0250,0.0327,1.8250,1.1440,1.2511,1450237855.5,324.6454
1.8674,1.0588,213.1134,-31.2051,0.1410,85219722,0.0400,-0.9054,2.1308,1.2082,1.3857,1401174805.5,689.0968
1.7595,1.5703,182.0620,-25.1769,0.0968,47628974,0.0050,-0.1702,1.9298,1.7223,1.5866,1401076593,459.8206
1.8938,1.2199,218.9738,3.5496,0.1432,58630961,0.0250,-0.1147,2.1650,1.3947,1.5055,1455766443,700.7086
1.7904,1.1331,318.7364,-23.3292,0.0897,87960477,0.0250,-0.4502,1.9509,1.2347,1.3441,1429753293,423.7674
1.8373,1.2401,71.2007,-24.2757,0.1421,51906316,0.0200,-0.5756,2.0984,1.4163,1.4951,1450178118,694.7188
1.8159,1.0222,14.2629,2.5007,0.0882,67696920,0.0400,0.1600,1.9761,1.1123,1.2802,1409100655.5,416.3930
2.0195,1.2502,79.9248,-43.2510,0.0483,74562298,0.0300,-0.6081,2.1170,1.3106,1.4418,1418241505.5,221.7146
1.7827,1.1309,180.5453,-29.0653,0.0338,27732710,0.0250,-0.2712,1.8430,1.1692,1.2714,1425386043,153.7254
1.8240,1.0247,132.3236,-6.9029,0.0521,47093582,0.0400,0.6240,1.9190,1.0781,1.2419,1392091668,239.9450
1.9983,1.2239,329.7968,-5.3845,0.0591,20427036,0.0300,0.9805,2.1163,1.2962,1.4333,1399426218,273.2723
2.0276,1.2510,37.7411,-57.1153,0.0900,62057750,0.0300,0.5836,2.2102,1.3636,1.5026,1444296168,425.4975
2.0434,1.2655,355.0873,-49.3332,0.2157,31623831,0.0300,-0.2117,2.4841,1.5385,1.6922,1413907668,1101.5179
1.6893,1.1118,203.8672,-36.4927,0.1002,3375220,0.0200,-0.5252,1.8585,1.2232,1.3069,1457925768,476.8385
2.0340,1.2617,211.8733,2.0550,0.0361,52237266,0.0300,-0.3919,2.1074,1.3072,1.4367,1436784093,164.2256
1.8938,1.2199,123.6352,-47.2819,0.0525,16222031,0.0250,-0.4034,1.9931,1.2839,1.3860,1424943918,241.5763
1.7775,1.0808,50.6283,-16.5362,0.0876,48329851,0.0300,-0.0228,1.9332,1.1755,1.3043,1386798655.5,413.5279
2.0433,1.2691,78.5058,-30.1653,0.0654,48072305,0.0300,0.3143,2.1770,1.3521,1.4852,1415022430.5,304.2009
1.8159,1.0222,346.6936,-44.6006,0.1671,4941090,0.0400,-0.8360,2.1193,1.1930,1.3730,1408983543,829.4616
2.0465,1.1838,326.7667,-44.2471,0.0486,39229042,0.0400,-0.2906,2.1459,1.2413,1.4104,1445585755.5,223.1116
1.7827,1.1309,23.3332,-19.2454,0.0436,75696191,0.0250,-0.9665,1.8605,1.1803,1.2834,1449575343,199.6937
1.8240,1.0247,244.5822,-9.0989,0.1565,17285591,0.0400,0.0736,2.1095,1.1851,1.3652,1424718468,772.0976
1.9244,1.2910,78.6989,-25.3694,0.1408,77600756,0.0200,0.8145,2.1953,1.4727,1.5591,1447395768,687.5220
1.8824,1.0691,37.2388,-55.7934,0.1204,51209973,0.0400,0.7220,2.1091,1.1979,1.3728,1388825343,580.6871
1.8782,1.0678,187.4527,-48.0563,0.0816,51090688,0.0400,0.7659,2.0315,1.1549,1.3230,1421868955.5,383.5333
1.9364,1.0968,175.1162,-27.8801,0.1883,85040172,0.0400,0.6633,2.3010,1.3033,1.4956,1420253005.5,946.6451
1.8674,1.0588,230.7895,2.0372,0.0762,22406970,0.0400,-0.9209,2.0098,1.1395,1.3070,1401671943,356.8418
1.8500,1.1253,59.9794,-14.4425,0.0774,43112797,0.0300,0.3995,1.9931,1.2123,1.3450,1418732568,362.4881
1.7775,1.0808,303.9345,-36.2138,0.0368,65517905,0.0300,-0.2898,1.8429,1.1206,1.2434,1460287930.5,167.7674
1.7904,1.1331,208.1725,-27.2531,0.0657,86719993,0.0250,0.0698,1.9080,1.2075,1.3145,1461918055.5,305.4236
1.8159,1.0222,62.0410,1.7809,0.2569,48559894,0.0400,-0.1083,2.2824,1.2848,1.4787,1447053880.5,1342.0901
2.0195,1.2502,16.4278,-18.6834,0.0775,41418002,0.0300,0.0992,2.1759,1.3470,1.4820,1478429905.5,363.0751
1.9113,1.0870,166.7213,-29.2261,0.0913,13370201,0.0400,-0.0129,2.0859,1.1863,1.3587,1421530780.5,432.1420
1.7827,1.1309,351.1622,-14.6771,0.0782,78348608,0.0250,0.3844,1.9222,1.2194,1.3259,1446717393,366.7144
1.7150,1.6902,93.9311,-16.3440,0.0624,32958152,0.0025,0.7084,1.8221,1.7957,1.5747,1413991705.5,289.5957
1.8240,1.0247,175.5686,-10.5808,0.0999,7188641,0.0400,0.2967,2.0062,1.1271,1.2984,1453489330.5,475.4202
1.6792,1.0549,21.2095,-40.4908,0.2383,38009813,0.0250,0.8030,2.0794,1.3063,1.4271,1447705255.5,1232.4978
2.0132,1.3025,40.7395,-49.8489,0.0881,16898008,0.0250,-0.8854,2.1905,1.4172,1.5267,1407337218,415.7688
1.8782,1.0678,123.0377,-6.3118,0.0663,77054090,0.0400,0.4685,2.0027,1.1385,1.3043,1451905443,308.3251
1.9364,1.0968,80.4204,-56.2911,0.1195,38243896,0.0400,-0.1433,2.1677,1.2278,1.4090,1449027918,575.8294
2.0340,1.2617,188.2211,-31.0180,0.2109,70975501,0.0300,0.1799,2.4629,1.5277,1.6791,1394231755.5,1073.9330
1.8938,1.2199,270.0816,3.0823,0.0458,56238031,0.0250,-0.6017,1.9806,1.2758,1.3772,1438647430.5,210.0180
1.5933,1.5427,154.3439,-31.5325,0.0379,88836269,0.0025,-0.0258,1.6536,1.6011,1.4165,1459396930.5,172.6356
1.8373,1.2401,349.2679,-9.4701,0.0521,68208209,0.0200,0.8847,1.9330,1.3047,1.3772,1414454080.5,239.7751
1.6177,1.0114,6.5989,-41.8490,0.0758,20774953,0.0250,-0.2923,1.7403,1.0881,1.1914,1442758855.5,354.8127
1.8111,1.1554,46.7275,-41.5640,0.1456,81008148,0.0250,-0.4921,2.0748,1.3236,1.4354,1416295818,713.3937
1.3044,1.2323,86.4466,-61.4018,0.0834,74459818,0.0050,0.3695,1.4131,1.3351,1.1957,1449874705.5,392.4322
1.7623,1.1090,83.0071,-21.8527,0.0725,26247443,0.0250,0.8557,1.8901,1.1894,1.2983,1412519193,338.7382
1.8159,1.0222,122.6776,-13.1690,0.1028,85749510,0.0400,-0.3234,2.0025,1.1272,1.2973,1448199018,489.9286
2.0465,1.1838,324.9728,-23.8788,0.0659,69083039,0.0400,-0.7668,2.1814,1.2618,1.4337,1429016530.5,306.5337
1.3562,1.0308,38.4485,-8.6160,0.0795,67981500,0.0100,-0.6020,1.4640,1.1127,1.1091,1411683880.5,373.0352
1.7979,1.0033,199.8911,-43.0503,0.0406,71268293,0.0400,-0.3120,1.8710,1.0441,1.2066,1435583268,185.5984
1.5577,1.1756,58.1898,-7.4274,0.0629,53756054,0.0100,-0.6021,1.6557,1.2496,1.2497,1385642380.5,291.9044
1.8782,1.0678,286.4404,-25.2340,0.0267,61128771,0.0400,-0.4508,1.9284,1.0963,1.2559,1474426818,120.8837
2.0340,1.2617,110.7596,-1.2076,0.0740,41253852,0.0300,0.0130,2.1846,1.3551,1.4894,1459107018,346.1916
1.8938,1.2199,207.7837,1.3217,0.1471,87002738,0.0250,0.0971,2.1724,1.3994,1.5106,1426886568,721.3789
1.8159,1.0222,72.2560,-28.1292,0.1602,82131481,0.0400,-0.0822,2.1068,1.1859,1.3649,1450880455.5,791.9003
2.0465,1.1838,62.3745,-7.2987,0.1137,8020151,0.0400,0.0951,2.2791,1.3184,1.4979,1451824443,545.7116
1.5841,1.5292,49.7225,-43.2373,0.1077,23128479,0.0025,-0.0475,1.7547,1.6939,1.5008,1439596480.5,515.1932
1.9113,1.0870,166.8913,-29.1907,0.0632,46126029,0.0400,0.5237,2.0322,1.1558,1.3237,1418170630.5,293.4291
1.7654,1.0615,151.9266,-26.3262,0.1884,67029009,0.0300,-0.5293,2.0981,1.2615,1.4072,1431360805.5,947.2353
1.7175,1.1347,74.2461,-9.9516,0.0256,46453531,0.0200,-0.7689,1.7615,1.1638,1.2411,1452831543,115.7666
2.0225,1.2427,60.3356,-55.1861,0.1565,37775105,0.0300,0.4355,2.3390,1.4372,1.5868,1445431855.5,771.9118
1.8240,1.0247,173.0652,-36.4330,0.1155,41221030,0.0400,0.7288,2.0347,1.1431,1.3168,1399310455.5,555.3648
1.6792,1.0549,296.9894,-18.0601,0.1937,4931662,0.0250,-0.5686,2.0045,1.2593,1.3757,1442877318,977.0930
2.0493,1.3905,350.5686,-46.0321,0.0884,85407589,0.0200,-0.0737,2.2306,1.5134,1.5935,1436510718,417.5000
2.0208,1.2903,296.9547,-10.9910,0.1622,65733377,0.0250,0.3788,2.3485,1.4996,1.6256,1467685593,802.8943
1.8782,1.0678,229.9900,-33.9803,0.1042,42980694,0.0400,-0.5208,2.0739,1.1790,1.3506,1394673205.5,497.0962
1.7062,1.0695,189.2424,-20.8825,0.1119,40750110,0.0250,0.1788,1.8971,1.1892,1.3005,1426754943,536.6967
1.8674,1.0588,134.6893,-61.1536,0.0423,66599527,0.0400,0.9927,1.9465,1.1037,1.2659,1389889818,193.6005
1.6564,1.1054,319.9500,-48.2531,0.0604,5010482,0.0200,-0.4470,1.7564,1.1721,1.2440,1405016568,279.6321
1.8687,1.0527,357.3163,-40.2141,0.1929,42621491,0.0400,0.1073,2.2292,1.2558,1.4447,1411212055.5,972.5453
1.6112,1.6092,44.6667,-40.0469,0.0300,1128161,0.0025,-0.6542,1.6596,1.6575,1.4439,1417431168,136.0947
1.8938,1.2199,348.9157,-36.8926,0.1129,80775036,0.0250,0.5896,2.1077,1.3577,1.4656,1417292118,541.9558
1.7775,1.0808,175.7690,-12.4846,0.1033,9418193,0.0300,-0.1352,1.9611,1.1924,1.3231,1427792080.5,492.5935
2.0433,1.2691,356.0942,-15.0441,0.0899,71155810,0.0300,0.9344,2.2270,1.3832,1.5193,1436944405.5,424.9483
1.9555,1.1923,93.9143,-43.4862,0.0865,56485752,0.0300,0.6038,2.1247,1.2954,1.4355,1415384568,407.8361
1.9770,1.2077,8.5782,-61.4984,0.0514,19675377,0.0300,-0.4937,2.0787,1.2698,1.4059,1442661655.5,236.6982
1.7827,1.1309,345.4474,-0.0613,0.0259,6656888,0.0250,0.0950,1.8289,1.1602,1.2616,1442720380.5,117.0715
1.7342,1.1465,76.7660,-56.2781,0.2401,48022181,0.0200,-0.2063,2.1506,1.4218,1.5158,1416634668,1243.1015
1.9364,1.0968,249.4016,-11.7609,0.0533,2467214,0.0400,-0.1195,2.0397,1.1553,1.3257,1397397505.5,245.8225
1.8674,1.0588,97.7224,-39.7192,0.1628,6945989,0.0400,0.6041,2.1715,1.2312,1.4122,1424872368,806.1444
1.7595,1.5703,51.3322,-12.9394,0.0590,68430328,0.0050,-0.1984,1.8633,1.6630,1.5319,1451084980.5,273.1770
1.8687,1.0527,218.8591,-33.3480,0.1908,31019139,0.0400,-0.9556,2.2251,1.2535,1.4421,1425253068,960.3457
1.9985,1.1448,58.2630,-29.4155,0.1327,51649172,0.0400,0.5612,2.2636,1.2967,1.4801,1452543993,644.7106
1.8234,1.0191,10.8002,-30.8692,0.1050,80770770,0.0400,0.4129,2.0148,1.1261,1.3004,1451090043,501.2377
1.8373,1.2401,23.8387,-53.0240,0.1587,25197939,0.0200,-0.2520,2.1288,1.4369,1.5167,1388634655.5,783.5639
2.0433,1.2691,283.4303,-55.0214,0.0475,69131291,0.0300,0.8722,2.1403,1.3293,1.4602,1435551880.5,217.9313
1.8159,1.0222,10.9758,-27.6115,0.1154,33628047,0.0400,0.1484,2.0255,1.1402,1.3122,1450916230.5,554.8251
2.0195,1.2502,54.5153,-16.1488,0.1761,84880556,0.0300,0.3745,2.3750,1.4703,1.6176,1442942118,878.7397
1.7654,1.0615,177.2000,-13.9386,0.0706,59542210,0.0300,0.1117,1.8901,1.1365,1.2678,1455365155.5,329.4379
1.6352,1.0249,139.8927,-0.4667,0.0732,81045885,0.0250,-0.4347,1.7549,1.0999,1.2029,1396858180.5,342.0058
1.6240,1.0649,190.7131,-19.4143,0.0691,47886135,0.0200,0.0519,1.7362,1.1385,1.2185,1455940255.5,321.9625
1.9225,1.1707,143.4834,-31.4732,0.1351,37250035,0.0300,-0.4384,2.1823,1.3289,1.4735,1419929680.5,657.7734
1.9364,1.0968,84.7327,-19.1688,0.2410,29390724,0.0400,0.0919,2.4030,1.3611,1.5619,1421637430.5,1248.0566
1.6893,1.1118,209.1540,-38.2593,0.0378,32712988,0.0200,0.2846,1.7531,1.1538,1.2328,1430550130.5,172.3507
1.8222,1.2141,120.7566,3.7083,0.0834,19189373,0.0200,-0.4032,1.9742,1.3154,1.3972,1419567205.5,392.6080
1.8674,1.0588,176.6622,-8.3973,0.1463,63679316,0.0400,0.3717,2.1407,1.2138,1.3922,1459717218,717.2403
1.8687,1.0527,139.6517,0.3855,0.0899,47988805,0.0400,-0.1357,2.0366,1.1473,1.3199,1423488955.5,424.7986
1.8938,1.2199,55.5433,-34.5792,0.0702,4708663,0.0250,0.4153,2.0268,1.3056,1.4094,1441226268,327.5869
1.8159,1.0222,30.0802,-27.0254,0.0596,42024715,0.0400,-0.6738,1.9241,1.0831,1.2465,1471726818,275.8638
2.0465,1.1838,55.0182,-36.5824,0.0612,32893633,0.0400,-0.9451,2.1718,1.2563,1.4274,1414524618,283.7529
2.0195,1.2502,174.3479,-4.7291,0.0658,78993935,0.0300,-0.8459,2.1524,1.3325,1.4659,1456316568,305.9717
1.7654,1.0615,328.0106,-25.6460,0.0622,78859932,0.0300,-0.7082,1.8753,1.1275,1.2578,1436590368,288.4946
1.7175,1.1347,138.7949,-8.3312,0.0296,36806353,0.0200,-0.0121,1.7683,1.1683,1.2459,1426541980.5,134.0162
2.0225,1.2427,157.0208,-37.7900,0.1069,32711969,0.0300,0.2107,2.2387,1.3756,1.5187,1455168393,511.0226
1.8240,1.0247,43.0797,1.3196,0.1370,55874746,0.0400,0.1878,2.0738,1.1650,1.3421,1471127755.5,667.5357
1.8824,1.0691,227.1723,3.5848,0.0961,32442736,0.0400,-0.1177,2.0633,1.1719,1.3431,1423638468,456.2040
1.8674,1.0588,222.4469,-29.3484,0.0305,38547893,0.0400,0.7989,1.9244,1.0911,1.2515,1423317505.5,138.3267
1.8687,1.0527,320.8689,-2.4049,0.1886,42570065,0.0400,-0.5057,2.2211,1.2512,1.4395,1472775430.5,948.3508
1.9359,1.3024,307.9797,-18.8765,0.0466,18844010,0.0200,0.5202,2.0262,1.3631,1.4411,1428322630.5,213.9362
1.9985,1.1448,124.5713,-59.4805,0.0848,55287879,0.0400,0.4140,2.1680,1.2419,1.4175,1391385280.5,399.4424
1.8234,1.0191,50.0904,-38.2905,0.0304,18887552,0.0400,0.6994,1.8788,1.0501,1.2126,1385183043,137.7045
1.8159,1.0222,2.0049,-54.1410,0.1567,60596604,0.0400,0.6679,2.1004,1.1824,1.3608,1387390968,773.0128
2.0195,1.2502,174.7864,-24.3767,0.0662,77122985,0.0300,-0.3007,2.1531,1.3329,1.4664,1428700968,307.6359
1.6232,1.5648,359.8396,-40.3969,0.0342,43425581,0.0025,0.2899,1.6787,1.6183,1.4348,1467059530.5,155.4726
1.9113,1.0870,257.1682,0.7947,0.1185,69867332,0.0400,-0.6435,2.1379,1.2159,1.3926,1429474180.5,570.9249
1.7654,1.0615,348.4506,-16.3114,0.0818,28569585,0.0300,0.0300,1.9099,1.1483,1.2810,1404675018,384.5206
2.0225,1.2427,172.2834,-4.9817,0.0666,42643553,0.0300,-0.8693,2.1573,1.3255,1.4635,1424721505.5,309.9567
1.6792,1.0549,172.1662,-54.2080,0.0881,27844919,0.0250,-0.1274,1.8271,1.1478,1.2540,1397405605.5,415.7641
2.0132,1.3025,210.4051,-40.1371,0.0528,40876466,0.0250,0.1718,2.1194,1.3712,1.4771,1468695393,243.0731
1.9577,1.5182,300.8222,-9.3011,0.0726,26182141,0.0100,-0.3701,2.0998,1.6284,1.6072,1403965255.5,339.2006
1.8782,1.0678,164.8610,-12.1532,0.0332,42228336,0.0400,0.0480,1.9406,1.1032,1.2638,1387332243,150.8424
1.9364,1.0968,15.1075,-15.7753,0.1628,52335511,0.0400,-0.6789,2.2517,1.2754,1.4636,1386297130.5,806.3527
1.6893,1.1118,354.4841,-47.7775,0.1558,32560497,0.0200,0.9456,1.9525,1.2851,1.3730,1403859280.5,768.3373
1.7062,1.0695,342.5262,-39.6301,0.1733,34570653,0.0250,-0.7930,2.0018,1.2548,1.3723,1468294105.5,863.3686
1.8938,1.2199,45.9284,-9.5894,0.2307,88803725,0.0250,-0.9815,2.3308,1.5014,1.6207,1411798630.5,1188.3074
1.8159,1.0222,292.9850,-28.2507,0.0953,5599663,0.0400,0.6312,1.9890,1.1196,1.2886,1472103130.5,452.1285
